origin,destination,weight
pri5_ncmp_yr6,pri3_ks4_per,0.5223179337363396
pri5_ncmp_yr6,pri3_HE_prog,0.9624434675384573
pri5_ncmp_yr6,pri3_HE_prog_fsm,0.9226345667817993
pri5_ncmp_yr6,pri4_leisure,-0.6858454110784403
pri5_ncmp_yr6,pri7_recy_rate,0.5338017225701915
pri5_ncmp_yr6,pri_4_tot_emp,0.7108156048517312
pri5_ncmp_rec,pri1_GDHI,-0.6631790036157416
pri5_ncmp_rec,pri1_lan_pos,-0.8107409530711611
pri5_ncmp_rec,pri1_low_chi,-0.637106881904853
pri5_ncmp_rec,pri2_net_add,-0.7372372637916673
pri5_ncmp_rec,pri3_HE_prog_fsm,0.5187447117714236
pri5_ncmp_rec,pri8_lis_con,0.7147130337816966
pri5_ncmp_rec,pri4_new_ent,-0.5136306006684845
pri5_ncmp_rec,pri7_recy_rate,0.7464286974547442
pri5_ncmp_rec,pri5_ncmp_yr6,-0.9221884628381705
pri4_bui_surv,pri1_lan_pos,-0.600454112730184
pri4_bui_surv,pri1_low_chi,-0.7176479916119577
pri4_bui_surv,pri2_aff_hom,-0.580757967269646
pri4_bui_surv,pri2_net_add,-0.5271777298009478
pri4_bui_surv,pri3_ofted,0.8809760690319873
pri4_bui_surv,pri3_good_dev,-0.6037566359970294
pri4_bui_surv,pri3_ks4_per,0.7481474868833914
pri4_bui_surv,pri8_lis_con,0.5032820213918368
pri4_bui_surv,pri6_get_on_well,0.5058079284011591
pri4_bui_surv,pri_4_tot_emp,0.714158253786699
pri_4_tot_emp,pri1_GDHI,-0.5477103935000287
pri_4_tot_emp,pri2_aff_hom,0.8543672532631137
pri_4_tot_emp,pri3_ofted,-0.9026038148646227
pri_4_tot_emp,pri3_good_dev,0.5342879720965537
pri_4_tot_emp,pri3_ks4_per,-0.9015190428624938
pri_4_tot_emp,pri4_libs,-0.8034384007392262
